iter	RMSE
221	18.87143624
222	18.85885514
223	18.84354954
224	18.83396133
225	18.8257994
226	18.81353276
227	18.80256884
228	18.79566154
229	18.78431787
230	18.77578666
231	18.7635587
232	18.75422988
233	18.74080013
234	18.72329755
235	18.70984104
236	18.70230042
237	18.69122024
238	18.67983727
239	18.66789988
240	18.65978509
241	18.65260394
242	18.64466732
243	18.63542756
244	18.62686849
245	18.61961789
246	18.61147543
247	18.60296526
248	18.59155584
249	18.57844142
250	18.57014136
251	18.5681631
252	18.55612831
253	18.54915419
254	18.54201559
255	18.53057528
256	18.51916227
257	18.50500564
258	18.49783897
259	18.48548526
260	18.47341974
261	18.46710737
262	18.45707791
263	18.45237178
264	18.44283291
265	18.43429083
266	18.42330109
267	18.41093634
268	18.40212642
269	18.39400654
270	18.38372529
271	18.37257445
272	18.36601558
273	18.35661144
274	18.34927919
275	18.34529342
276	18.33387726
277	18.32109072
278	18.30849363
279	18.30083035
280	18.29998187
281	18.2959415
282	18.28963496
283	18.27578379
284	18.26988062
285	18.26293353
286	18.25692758
287	18.25035686
288	18.23957491
289	18.22899573
290	18.2189486
291	18.20970459
292	18.20452287
293	18.19594657
294	18.18405408
295	18.17443203
296	18.16872885
297	18.16570851
298	18.16468952
299	18.15569971
300	18.14360468
301	18.13836106
302	18.13080651
303	18.12286038
304	18.11196462
305	18.10488514
306	18.09846121
307	18.09111531
308	18.08342337
309	18.07021303
310	18.06087728
311	18.05054984
312	18.0408386
313	18.03622851
314	18.02897709
315	18.02015886
316	18.00759261
317	17.99663836
318	17.98933644
319	17.97782927
320	17.97131696
321	17.96237158
322	17.95337139
323	17.94060425
324	17.93471422
325	17.92527357
326	17.91571536
327	17.90968886
328	17.90168089
329	17.8909586
330	17.88082695
331	17.87343136
332	17.86623598
333	17.85293997
334	17.84171989
335	17.83431141
336	17.82669597
337	17.81902364
338	17.81078471
339	17.80446973
340	17.79512504
341	17.78620435
342	17.77707316
343	17.77021307
344	17.76180229
345	17.75363682
346	17.74642607
347	17.74115471
348	17.73502869
349	17.722207
350	17.70931234
351	17.70048384
352	17.69139363
353	17.68488472
354	17.67382641
355	17.66738057
356	17.66020771
357	17.65451627
358	17.64667205
359	17.64176506
360	17.63505731
361	17.62953009
362	17.61958919
363	17.61212774
364	17.60710422
365	17.59761443
366	17.59125449
367	17.58127324
368	17.56806407
369	17.56367314
370	17.557653
371	17.54901453
372	17.54117477
373	17.53149002
374	17.52322499
375	17.50729258
376	17.49743711
377	17.49012225
378	17.48020278
379	17.47526606
380	17.46902842
381	17.46363593
382	17.45756666
383	17.4485832
384	17.44339132
385	17.43859553
386	17.43064037
387	17.42583798
388	17.4181071
389	17.41050264
390	17.40347502
391	17.39802894
392	17.39265361
393	17.38404912
394	17.37565957
395	17.3701325
396	17.36147709
397	17.34771227
398	17.34015954
399	17.33363129
400	17.33111043
401	17.32031203
402	17.3180389
403	17.31231787
404	17.30098876
405	17.29037825
406	17.28431133
407	17.27453889
408	17.27192518
409	17.26567726
410	17.25765955
411	17.24888237
412	17.24159423
413	17.23535449
414	17.22936886
415	17.22461334
416	17.21694394
417	17.21035435
418	17.20430867
419	17.19774146
420	17.18587592
421	17.18525147
422	17.17886579
423	17.17303517
424	17.16669282
425	17.16190955
426	17.15344391
427	17.14694772
428	17.13919126
429	17.13370853
430	17.12650042
431	17.12012931
432	17.11208947
433	17.10278268
434	17.09381341
435	17.08471108
436	17.07855243
437	17.07214016
438	17.06359582
439	17.05791336
440	17.05005022
441	17.04311794
442	17.03706804
443	17.02769645
444	17.01734472
445	17.00804225
446	17.00296154
447	16.99291598
448	16.98760758
449	16.9780799
450	16.97163182
451	16.96416437
452	16.95882409
453	16.95284881
454	16.94784948
455	16.94059731
456	16.94004151
457	16.93424851
458	16.92444115
459	16.91607846
460	16.90953959
461	16.89655996
462	16.89031222
463	16.88507945
464	16.8791011
465	16.87314559
466	16.86530173
467	16.858458
468	16.85076187
469	16.8445711
470	16.8355877
471	16.83045004
472	16.82537805
473	16.81724946
474	16.80831601
475	16.80043206
476	16.79436421
477	16.78537846
478	16.77580843
479	16.76913103
480	16.7641675
481	16.76019787
482	16.75307499
483	16.74634189
484	16.7404857
485	16.73255702
486	16.72508385
487	16.71973423
488	16.71184577
489	16.70289443
490	16.69728906
491	16.68825573
492	16.68072919
493	16.67983392
494	16.6725401
495	16.66600277
496	16.65795768
497	16.65175967
498	16.64549533
499	16.63582476
500	16.62858415
501	16.6204651
502	16.61520856
503	16.6070701
504	16.60485533
505	16.59950238
506	16.59152412
507	16.58690254
508	16.58230185
509	16.57570889
510	16.56643196
511	16.56107472
512	16.55461721
513	16.55069341
514	16.54268844
515	16.53581641
516	16.52763191
517	16.51795264
518	16.51115778
519	16.50622684
520	16.49884141
521	16.49615962
522	16.49319221
523	16.48770974
524	16.47534337
525	16.46801452
526	16.46399845
527	16.45783643
528	16.44957236
529	16.44315218
530	16.43966199
531	16.43454266
532	16.42874591
533	16.41727598
534	16.40620463
535	16.40471483
536	16.39738167
537	16.39043165
538	16.38306347
539	16.37994189
540	16.37469496
541	16.37034667
542	16.36635238
543	16.35919578
544	16.35809139
545	16.35446773
546	16.34752663
547	16.33897974
548	16.33090059
549	16.32483106
550	16.31663001
551	16.31037634
552	16.30471761
553	16.30119596
554	16.29533437
555	16.28895444
556	16.28270998
557	16.27576309
558	16.26977407
559	16.2617474
560	16.25604833
561	16.25363529
562	16.25002068
563	16.24278842
564	16.23750454
565	16.23093511
566	16.225024
567	16.21728294
568	16.21145318
569	16.20854891
570	16.20273642
571	16.19563926
572	16.18681899
573	16.17940125
574	16.1751784
575	16.17472272
576	16.17087273
577	16.16433044
578	16.15762226
579	16.14964777
580	16.14612729
581	16.13861421
582	16.13354538
583	16.13311967
584	16.12807416
585	16.12297086
586	16.11858227
587	16.11246421
588	16.10726122
589	16.10242484
590	16.10193453
591	16.09403013
592	16.08790685
593	16.08031617
594	16.08008538
595	16.07433954
596	16.06842498
597	16.06066802
598	16.05022107
599	16.04245793
600	16.03724226
601	16.03389734
602	16.02839215
603	16.02097424
604	16.01054677
605	16.00308809
606	15.99640689
607	15.99167942
608	15.98522904
609	15.98007291
610	15.97343426
611	15.96827481
612	15.96573884
613	15.95738528
614	15.95370862
615	15.95040849
616	15.94736185
617	15.94204318
618	15.93452163
619	15.92869215
620	15.92218128
621	15.91628945
622	15.9100649
623	15.90451978
624	15.89846522
625	15.89536633
626	15.88801235
627	15.88105512
628	15.87435331
629	15.87404447
630	15.86647013
631	15.85693841
632	15.84902332
633	15.83771818
634	15.83015339
635	15.82582434
636	15.8157733
637	15.809749
638	15.80542383
639	15.79872712
640	15.79286468
641	15.78746439
642	15.78205417
643	15.77612873
644	15.77219517
645	15.76824301
646	15.76123647
647	15.75815761
648	15.74906247
649	15.74392458
650	15.73899864
651	15.73311419
652	15.72645332
653	15.72095923
654	15.71506693
655	15.71370319
656	15.70734855
657	15.70155805
658	15.69295361
659	15.68601863
660	15.68190695
661	15.67568267
662	15.66882839
663	15.66071837
664	15.65313757
665	15.64808952
666	15.64199436
667	15.63896061
668	15.63049006
669	15.62259332
670	15.61687092
671	15.60967998
672	15.60882785
673	15.60186531
674	15.59154221
675	15.58749437
676	15.58430134
677	15.57701432
678	15.57094973
679	15.56394202
680	15.55844934
681	15.5495497
682	15.54513753
683	15.5405975
684	15.53402354
685	15.52903962
686	15.52220028
687	15.5158316
688	15.51292966
689	15.50668598
690	15.50486735
691	15.49848094
692	15.49015545
693	15.48979031
694	15.48459463
695	15.47715503
696	15.47161623
697	15.46754762
698	15.46278693
699	15.45608404
700	15.45313497
701	15.44815914
702	15.44285717
703	15.43777414
704	15.43333439
705	15.42649746
706	15.4213985
707	15.41508816
708	15.41191354
709	15.40535016
710	15.40243891
711	15.40209645
712	15.39942399
713	15.39251528
714	15.38587229
715	15.38285582
716	15.37758508
717	15.37213531
718	15.36575514
719	15.35971866
720	15.35939744
721	15.35684449
722	15.35643427
723	15.35082827
724	15.34687314
725	15.34313808
726	15.33605161
727	15.32818188
728	15.32173751
729	15.31430409
730	15.30842301
731	15.30194115
732	15.29790455
733	15.29203344
734	15.28700394
735	15.28227921
736	15.27768477
737	15.27284483
738	15.2688308
739	15.26389588
740	15.25940863
741	15.25313019
742	15.24676601
743	15.24225851
744	15.23621537
745	15.23147867
746	15.22459551
747	15.21888773
748	15.21487845
749	15.21069344
750	15.20857431
751	15.20393699
752	15.19953917
753	15.19477601
754	15.19448328
755	15.18994547
756	15.18968215
757	15.18498755
758	15.1801835
759	15.17498182
760	15.16743989
761	15.16163454
762	15.1585554
763	15.15144259
764	15.14428755
765	15.13973572
766	15.13221958
767	15.12696096
768	15.12125119
769	15.11655562
770	15.11075958
771	15.10813462
772	15.10271873
773	15.09490518
774	15.09011778
775	15.08525896
776	15.07585815
777	15.07032571
778	15.06343028
779	15.05902523
780	15.04799303
781	15.0447849
782	15.03647015
783	15.03584274
784	15.03126701
785	15.02588978
786	15.0204988
787	15.01319163
788	15.00699827
789	15.00679491
790	15.00133616
791	14.9967913
792	14.99059758
793	14.98451819
794	14.98308793
795	14.97853815
796	14.97318845
797	14.96735387
798	14.96515934
799	14.95954137
800	14.95170345
801	14.9515261
802	14.94707288
803	14.94023018
804	14.93468937
805	14.92932225
806	14.92469091
807	14.9187936
808	14.91555762
809	14.91292652
810	14.90937386
811	14.90556496
812	14.8992702
813	14.89113943
814	14.8861367
815	14.88166486
816	14.87717922
817	14.87051207
818	14.86367794
819	14.85808374
820	14.8529958
821	14.85020086
822	14.84263853
823	14.83728653
824	14.83275468
825	14.82813693
826	14.82037119
827	14.82020704
828	14.81383766
829	14.80953993
830	14.80354361
831	14.79803187
832	14.79216632
833	14.78761715
834	14.77882708
835	14.77292854
836	14.76864283
837	14.76576922
838	14.76203305
839	14.75552399
840	14.75103462
841	14.75019474
842	14.74287718
843	14.73832788
844	14.73156534
845	14.72361824
846	14.7232604
847	14.71771808
848	14.71173368
849	14.70616596
850	14.70123905
851	14.69588955
852	14.68935296
853	14.68052606
854	14.67357051
855	14.6704631
856	14.66631493
857	14.65955814
858	14.65025655
859	14.64327348
860	14.63820391
861	14.63222754
862	14.62458563
863	14.61685125
864	14.6120636
865	14.60527675
866	14.60169479
867	14.60128395
868	14.59655588
869	14.59524538
870	14.59228773
871	14.58862503
872	14.58355297
873	14.57891589
874	14.57417354
875	14.56809246
876	14.56271895
877	14.55739842
878	14.55153646
879	14.55102025
880	14.55053089
881	14.54575039
882	14.54092189
883	14.53583339
884	14.53042079
885	14.52685936
886	14.52251526
887	14.51637461
888	14.51000966
889	14.50494251
890	14.50201684
891	14.491278
892	14.48576869
893	14.48523084
894	14.48495598
895	14.48175996
896	14.48033367
897	14.47524821
898	14.47256523
899	14.4677747
900	14.46097314
901	14.45507279
902	14.4493927
903	14.44369601
904	14.43919488
905	14.4348802
906	14.42955395
907	14.42431054
908	14.42371068
909	14.41955059
910	14.41370132
911	14.40759617
912	14.40532448
913	14.39882592
914	14.39843384
915	14.39392416
916	14.38899792
917	14.38500581
918	14.37990291
919	14.37463047
920	14.36616338
921	14.36303004
922	14.35774615
923	14.35186176
924	14.34615091
925	14.34589556
926	14.34533313
927	14.33730924
928	14.33348599
929	14.32852403
930	14.32492669
931	14.32475856
932	14.31926487
933	14.31399158
934	14.31083441
935	14.30754588
936	14.30660677
937	14.30162988
938	14.3014388
939	14.29775328
940	14.2945524
941	14.28877864
942	14.28379716
943	14.28202188
944	14.27766223
945	14.27263354
946	14.27029271
947	14.2674461
948	14.26210108
949	14.25412779
950	14.25048314
951	14.24981405
952	14.24621347
953	14.24290823
954	14.23622784
955	14.23185216
956	14.22756767
957	14.21969893
958	14.211637
959	14.20675643
960	14.20008459
961	14.19553844
962	14.19046506
963	14.18671646
964	14.18336009
965	14.18051201
966	14.18019375
967	14.17430041
968	14.16870193
969	14.16753661
970	14.15934509
971	14.15668482
972	14.15361906
973	14.14933824
974	14.14395128
975	14.13790492
976	14.13356421
977	14.12835676
978	14.12479541
979	14.12106001
980	14.11677603
981	14.10986186
982	14.10208025
983	14.09586689
984	14.08791922
985	14.08775834
986	14.08065528
987	14.07713517
988	14.06875014
989	14.06232235
990	14.05649242
991	14.05425267
992	14.04929449
993	14.04552332
994	14.04534788
995	14.03748515
996	14.03222009
997	14.0269124
998	14.01966061
999	14.01389099
