iter	RMSE
306	17.63515038
307	17.62652661
308	17.61673292
309	17.6134152
310	17.60859921
311	17.60091366
312	17.59435379
313	17.58722254
314	17.58262206
315	17.5798061
316	17.57111332
317	17.56762551
318	17.55660752
319	17.55113212
320	17.54337846
321	17.53487256
322	17.52730468
323	17.52237175
324	17.51653506
325	17.50923754
326	17.50394249
327	17.50031813
328	17.48615222
329	17.48168884
330	17.47837115
331	17.46997696
332	17.46523574
333	17.45862144
334	17.45412797
335	17.43993657
336	17.43341097
337	17.42357923
338	17.41560896
339	17.41058333
340	17.40261346
341	17.39446093
342	17.39006773
343	17.38232603
344	17.37490014
345	17.36201641
346	17.35711635
347	17.35083835
348	17.3502651
349	17.34227853
350	17.33472242
351	17.32860498
352	17.32322323
353	17.32095801
354	17.31585248
355	17.31516609
356	17.3145705
357	17.31071781
358	17.30475149
359	17.30386192
360	17.30334753
361	17.29399228
362	17.28925761
363	17.28250676
364	17.27564756
365	17.27162804
366	17.2608299
367	17.25656646
368	17.24272409
369	17.2339554
370	17.22757451
371	17.22331382
372	17.21133604
373	17.2066285
374	17.19582289
375	17.19133194
376	17.18409469
377	17.1766533
378	17.17035952
379	17.1606333
380	17.152415
381	17.14824608
382	17.14349931
383	17.13801564
384	17.13309855
385	17.12933296
386	17.12520589
387	17.12130296
388	17.11321919
389	17.10843588
390	17.10261363
391	17.09142794
392	17.08770752
393	17.08560224
394	17.07415254
395	17.06481305
396	17.05688139
397	17.05640288
398	17.04955904
399	17.04311926
400	17.03582359
401	17.02840424
402	17.02319652
403	17.01758958
404	17.01194718
405	17.00531702
406	16.9975682
407	16.9894555
408	16.98601095
409	16.97641402
410	16.96939604
411	16.96013918
412	16.95337904
413	16.94305042
414	16.93837105
415	16.93037493
416	16.91939489
417	16.91370287
418	16.90969876
419	16.90443318
420	16.89849369
421	16.89264555
422	16.8824966
423	16.8821472
424	16.8758806
425	16.87010448
426	16.86452508
427	16.85955803
428	16.85330887
429	16.85150354
430	16.84758251
431	16.84191362
432	16.8363932
433	16.82793221
434	16.824487
435	16.8169249
436	16.80989763
437	16.8045879
438	16.79510987
439	16.78918142
440	16.78876306
441	16.77819388
442	16.77677586
443	16.77301334
444	16.76682062
445	16.75948592
446	16.74892647
447	16.74434184
448	16.73949498
449	16.73442469
450	16.72809552
451	16.72201959
452	16.71539752
453	16.70722903
454	16.7015078
455	16.68965798
456	16.68439457
457	16.67540455
458	16.66693356
459	16.66478628
460	16.65818812
461	16.65248586
462	16.64653466
463	16.63922131
464	16.63310489
465	16.62879217
466	16.62348424
467	16.61632212
468	16.60987953
469	16.60614312
470	16.60086334
471	16.59497073
472	16.59129803
473	16.58622581
474	16.58272235
475	16.57600135
476	16.57070191
477	16.56344121
478	16.55908422
479	16.55282726
480	16.54754862
481	16.54298702
482	16.53588348
483	16.53558326
484	16.53224997
485	16.52402031
486	16.51841769
487	16.51202087
488	16.50602301
489	16.50047211
490	16.4926254
491	16.48582835
492	16.48363381
493	16.47834622
494	16.47445659
495	16.46356296
496	16.45242071
497	16.44518996
498	16.44124942
499	16.43514371
500	16.42848475
501	16.42404496
502	16.41716872
503	16.41421973
504	16.40417345
505	16.40188127
506	16.39581066
507	16.38922426
508	16.38372451
509	16.37750606
510	16.36987039
511	16.36319994
512	16.35662638
513	16.34995745
514	16.34581557
515	16.34189522
516	16.33835739
517	16.33154441
518	16.32600989
519	16.32174708
520	16.31471534
521	16.30930981
522	16.30455232
523	16.29778489
524	16.29215094
525	16.28525596
526	16.27931203
527	16.27478045
528	16.26712757
529	16.26166568
530	16.25288674
531	16.2466698
532	16.2445453
533	16.24200834
534	16.23600194
535	16.23389858
536	16.2294999
537	16.22486071
538	16.21758041
539	16.21221373
540	16.20634732
541	16.20167874
542	16.19645267
543	16.1899223
544	16.18691112
545	16.18152711
546	16.17571263
547	16.16983143
548	16.16369145
549	16.15692225
550	16.14974566
551	16.14747519
552	16.13958142
553	16.13670259
554	16.12990828
555	16.1230091
556	16.11838636
557	16.11304412
558	16.10813781
559	16.1069075
560	16.10311319
561	16.09747005
562	16.09091018
563	16.08453393
564	16.08074407
565	16.07542874
566	16.07118804
567	16.06825539
568	16.06371952
569	16.05654439
570	16.05098082
571	16.04473079
572	16.03955309
573	16.03246013
574	16.02382145
575	16.02194336
576	16.01645568
577	16.00945211
578	16.00487764
579	16.00039894
580	15.99499914
581	15.9901264
582	15.98725188
583	15.98228747
584	15.97735452
585	15.97321876
586	15.96797061
587	15.96404125
588	15.95966149
589	15.95912031
590	15.95408879
591	15.94762534
592	15.9378689
593	15.93262423
594	15.92696033
595	15.9209836
596	15.91586208
597	15.91289543
598	15.90699885
599	15.90184219
600	15.89611106
601	15.88942734
602	15.88512392
603	15.8757623
604	15.87047783
605	15.8663083
606	15.86075255
607	15.85553397
608	15.85258207
609	15.8468451
610	15.84209311
611	15.83315098
612	15.82490549
613	15.82396432
614	15.82004708
615	15.81320445
616	15.80958221
617	15.80433992
618	15.79868245
619	15.79175818
620	15.78328509
621	15.7786644
622	15.7723418
623	15.77184903
624	15.76807015
625	15.76767559
626	15.76263803
627	15.75648001
628	15.75174885
629	15.74778854
630	15.74060724
631	15.73204386
632	15.72594348
633	15.72313437
634	15.71764898
635	15.71056594
636	15.70452619
637	15.69884597
638	15.69850339
639	15.69264549
640	15.68757245
641	15.68276232
642	15.67616779
643	15.66886651
644	15.66466033
645	15.65899065
646	15.65362761
647	15.64816418
648	15.64283418
649	15.6364027
650	15.63172668
651	15.62642142
652	15.62348652
653	15.62315198
654	15.61698039
655	15.61313236
656	15.60539314
657	15.6049344
658	15.59913219
659	15.59734206
660	15.59587319
661	15.59140313
662	15.58730836
663	15.58123511
664	15.57808115
665	15.57377952
666	15.56839818
667	15.56274421
668	15.55414291
669	15.55060333
670	15.54445147
671	15.53692079
672	15.53331124
673	15.52840862
674	15.52162909
675	15.51721222
676	15.5135129
677	15.5072767
678	15.50250033
679	15.49682578
680	15.49176767
681	15.48682869
682	15.4810768
683	15.47479467
684	15.46779604
685	15.46747365
686	15.46277827
687	15.46243093
688	15.45659792
689	15.448634
690	15.44513699
691	15.43791777
692	15.4339152
693	15.43051832
694	15.42665679
695	15.42045023
696	15.41782053
697	15.41491308
698	15.41457993
699	15.40853546
700	15.40543183
701	15.40196655
702	15.39566631
703	15.3894419
704	15.38281426
705	15.37549911
706	15.3700878
707	15.36599508
708	15.36021454
709	15.35435975
710	15.35082388
711	15.34678447
712	15.3416831
713	15.34147167
714	15.33705975
715	15.3340521
716	15.3306459
717	15.33042316
718	15.33010232
719	15.32482887
720	15.32087689
721	15.31550387
722	15.31469254
723	15.30891102
724	15.30398282
725	15.29877452
726	15.29186009
727	15.29166831
728	15.28499998
729	15.27898373
730	15.27514932
731	15.26923568
732	15.26572198
733	15.25795479
734	15.25750948
735	15.25268725
736	15.24855045
737	15.24434205
738	15.23819074
739	15.23793777
740	15.23373734
741	15.23049794
742	15.22323975
743	15.21937961
744	15.21385659
745	15.20924989
746	15.20307674
747	15.19896091
748	15.19501283
749	15.18653426
750	15.18609429
751	15.18224613
752	15.17578584
753	15.17098435
754	15.16779129
755	15.16388687
756	15.15890292
757	15.15430219
758	15.14846231
759	15.14199053
760	15.13523489
761	15.132187
762	15.12696247
763	15.12214186
764	15.11491502
765	15.11466787
766	15.10971521
767	15.10359677
768	15.09724204
769	15.09116945
770	15.08800256
771	15.08171505
772	15.07909869
773	15.07463069
774	15.07012964
775	15.06642377
776	15.06621837
777	15.06595703
778	15.06577088
779	15.06193209
780	15.06178518
781	15.05724976
782	15.05177343
783	15.04675315
784	15.03968478
785	15.0324162
786	15.02915416
787	15.02401889
788	15.02051337
789	15.01370461
790	15.00925907
791	15.0078846
792	15.00764731
793	15.00386088
794	14.99841123
795	14.99376549
796	14.98762664
797	14.98258397
798	14.98244168
799	14.97851573
800	14.97488207
801	14.97175747
802	14.96682883
803	14.96300108
804	14.95855839
805	14.95464912
806	14.94970535
807	14.94485288
808	14.94357984
809	14.94020791
810	14.93592503
811	14.93257536
812	14.92979176
813	14.92423519
814	14.9188471
815	14.91868257
816	14.9139489
817	14.91070713
818	14.90802236
819	14.90760584
820	14.90192486
821	14.89681545
822	14.8909623
823	14.88738356
824	14.8871418
825	14.88269094
826	14.87869065
827	14.87360227
828	14.86821067
829	14.86335967
830	14.85818739
831	14.85119538
832	14.8485985
833	14.84689968
834	14.84547009
835	14.84044251
836	14.83838787
837	14.83367812
838	14.82818252
839	14.82266257
840	14.81780813
841	14.81231622
842	14.80996717
843	14.80531959
844	14.80232838
845	14.79897367
846	14.79879977
847	14.79466233
848	14.79043867
849	14.78229462
850	14.77811112
851	14.77508045
852	14.77099567
853	14.76951673
854	14.76936512
855	14.7636244
856	14.75884299
857	14.75302079
858	14.74977812
859	14.74928214
860	14.74099961
861	14.73471157
862	14.73452274
863	14.72933687
864	14.72458227
865	14.72036349
866	14.71385388
867	14.70786802
868	14.70428446
869	14.69735121
870	14.69228307
871	14.68643209
872	14.68253862
873	14.68042633
874	14.67501603
875	14.67037217
876	14.66556433
877	14.66210683
878	14.65789914
879	14.65447163
880	14.65026707
881	14.64443323
882	14.6396481
883	14.63599403
884	14.63226359
885	14.62728853
886	14.62270725
887	14.61488302
888	14.6123655
889	14.61187369
890	14.60654616
891	14.60605858
892	14.60199078
893	14.59947574
894	14.59445737
895	14.59028868
896	14.58664238
897	14.58259935
898	14.57960129
899	14.57595153
900	14.56974945
901	14.56481403
902	14.56467293
903	14.56086019
904	14.55333115
905	14.54940505
906	14.54423179
907	14.53717745
908	14.53013892
909	14.52784703
910	14.52323169
911	14.51852722
912	14.51596689
913	14.51015654
914	14.50621104
915	14.50485539
916	14.50025332
917	14.49648734
918	14.49180767
919	14.48769861
920	14.48358854
921	14.47777916
922	14.47330372
923	14.46854323
924	14.46416287
925	14.46072846
926	14.45747163
927	14.45580305
928	14.45267232
929	14.4504162
930	14.4498678
931	14.44609169
932	14.44284425
933	14.43787261
934	14.43328382
935	14.43134773
936	14.42600344
937	14.42274671
938	14.42024906
939	14.41538683
940	14.41015398
941	14.40613716
942	14.40074321
943	14.39815675
944	14.39365411
945	14.39089828
946	14.38642382
947	14.38325486
948	14.38083657
949	14.38071077
950	14.37443724
951	14.37028745
952	14.36479209
953	14.36455845
954	14.36174927
955	14.35805681
956	14.35281939
957	14.35199058
958	14.34871542
959	14.34440936
960	14.33967842
961	14.33426269
962	14.33094027
963	14.32666582
964	14.32297056
965	14.31725536
966	14.31273163
967	14.30986035
968	14.30609278
969	14.30223498
970	14.29884612
971	14.29416389
972	14.28965461
973	14.28519384
974	14.28101465
975	14.27650542
976	14.27097598
977	14.26539158
978	14.25969057
979	14.25554813
980	14.2507008
981	14.24421103
982	14.2407034
983	14.23557107
984	14.232242
985	14.22796314
986	14.22771523
987	14.22510291
988	14.2188282
989	14.21782698
990	14.21416896
991	14.20865073
992	14.20496931
993	14.20036579
994	14.1966292
995	14.19210422
996	14.18826418
997	14.18808358
998	14.18525523
999	14.1817379
