iter	Passed	Remaining
700	6014	2565
701	6022	2556
702	6030	2547
703	6038	2538
704	6047	2530
705	6055	2521
706	6064	2513
707	6074	2505
708	6083	2496
709	6093	2488
710	6101	2480
711	6109	2471
712	6118	2462
713	6126	2453
714	6135	2445
715	6143	2436
716	6152	2428
717	6160	2419
718	6169	2411
719	6178	2402
720	6187	2394
721	6195	2385
722	6203	2376
723	6212	2368
724	6222	2360
725	6230	2351
726	6239	2343
727	6246	2334
728	6256	2325
729	6265	2317
730	6274	2308
731	6282	2300
732	6290	2291
733	6299	2282
734	6306	2273
735	6314	2265
736	6323	2256
737	6330	2247
738	6339	2238
739	6347	2230
740	6355	2221
741	6364	2212
742	6373	2204
743	6381	2195
744	6389	2187
745	6398	2178
746	6406	2169
747	6414	2160
748	6422	2152
749	6431	2143
750	6439	2134
751	6447	2126
752	6455	2117
753	6463	2108
754	6471	2099
755	6479	2091
756	6488	2082
757	6496	2074
758	6504	2065
759	6513	2056
760	6522	2048
761	6529	2039
762	6538	2030
763	6546	2022
764	6555	2013
765	6562	2004
766	6570	1995
767	6578	1987
768	6587	1978
769	6595	1970
770	6604	1961
771	6613	1953
772	6621	1944
773	6630	1935
774	6638	1927
775	6646	1918
776	6653	1909
777	6661	1900
778	6669	1892
779	6678	1883
780	6685	1874
781	6694	1866
782	6704	1857
783	6714	1849
784	6724	1841
785	6734	1833
786	6742	1824
787	6751	1816
788	6760	1807
789	6769	1799
790	6779	1791
791	6788	1782
792	6797	1774
793	6806	1765
794	6817	1757
795	6825	1749
796	6835	1740
797	6844	1732
798	6852	1723
799	6861	1715
800	6870	1706
801	6878	1698
802	6887	1689
803	6896	1681
804	6904	1672
805	6912	1663
806	6920	1655
807	6928	1646
808	6936	1637
809	6944	1628
810	6952	1620
811	6960	1611
812	6968	1602
813	6977	1594
814	6985	1585
815	6993	1576
816	7002	1568
817	7009	1559
818	7017	1550
819	7024	1542
820	7033	1533
821	7041	1524
822	7050	1516
823	7058	1507
824	7065	1498
825	7074	1490
826	7082	1481
827	7091	1473
828	7099	1464
829	7108	1456
830	7116	1447
831	7125	1438
832	7133	1430
833	7141	1421
834	7149	1412
835	7157	1404
836	7164	1395
837	7173	1386
838	7182	1378
839	7190	1369
840	7198	1360
841	7207	1352
842	7215	1343
843	7223	1335
844	7232	1326
845	7240	1317
846	7247	1309
847	7255	1300
848	7263	1291
849	7271	1283
850	7280	1274
851	7288	1266
852	7296	1257
853	7303	1248
854	7311	1239
855	7319	1231
856	7327	1222
857	7336	1214
858	7344	1205
859	7351	1196
860	7360	1188
861	7369	1179
862	7376	1171
863	7384	1162
864	7392	1153
865	7401	1145
866	7410	1136
867	7418	1128
868	7427	1119
869	7436	1111
870	7444	1102
871	7453	1094
872	7461	1085
873	7470	1076
874	7478	1068
875	7486	1059
876	7495	1051
877	7504	1042
878	7512	1034
879	7520	1025
880	7528	1016
881	7537	1008
882	7546	999
883	7554	991
884	7563	982
885	7572	974
886	7580	965
887	7588	957
888	7596	948
889	7603	939
890	7612	931
891	7619	922
892	7628	914
893	7636	905
894	7645	896
895	7653	888
896	7662	879
897	7670	871
898	7679	862
899	7687	854
900	7696	845
901	7705	837
902	7712	828
903	7721	819
904	7730	811
905	7738	802
906	7746	794
907	7756	785
908	7764	777
909	7772	768
910	7780	760
911	7788	751
912	7796	742
913	7805	734
914	7813	725
915	7821	717
916	7830	708
917	7839	700
918	7847	691
919	7855	683
920	7864	674
921	7872	665
922	7880	657
923	7889	648
924	7897	640
925	7905	631
926	7913	623
927	7921	614
928	7929	606
929	7937	597
930	7944	588
931	7952	580
932	7961	571
933	7970	563
934	7978	554
935	7986	546
936	7995	537
937	8003	529
938	8011	520
939	8019	511
940	8027	503
941	8035	494
942	8044	486
943	8052	477
944	8060	469
945	8069	460
946	8077	452
947	8085	443
948	8094	435
949	8102	426
950	8110	417
951	8119	409
952	8128	400
953	8135	392
954	8144	383
955	8152	375
956	8160	366
957	8168	358
958	8176	349
959	8184	341
960	8195	332
961	8205	324
962	8216	315
963	8226	307
964	8234	298
965	8243	290
966	8251	281
967	8259	273
968	8267	264
969	8275	255
970	8283	247
971	8292	238
972	8300	230
973	8309	221
974	8317	213
975	8326	204
976	8334	196
977	8344	187
978	8353	179
979	8361	170
980	8369	162
981	8378	153
982	8386	145
983	8395	136
984	8403	127
985	8412	119
986	8419	110
987	8427	102
988	8436	93
989	8444	85
990	8453	76
991	8461	68
992	8470	59
993	8478	51
994	8486	42
995	8495	34
996	8503	25
997	8510	17
998	8518	8
999	8527	0
