iter	Passed	Remaining
744	4010	1372
745	4015	1367
746	4020	1361
747	4025	1356
748	4030	1350
749	4035	1345
750	4040	1339
751	4044	1333
752	4049	1328
753	4055	1323
754	4060	1317
755	4065	1312
756	4070	1306
757	4075	1301
758	4080	1295
759	4085	1290
760	4091	1285
761	4097	1279
762	4102	1274
763	4107	1268
764	4112	1263
765	4117	1257
766	4122	1252
767	4127	1246
768	4133	1241
769	4137	1235
770	4142	1230
771	4147	1224
772	4152	1219
773	4157	1213
774	4162	1208
775	4167	1203
776	4172	1197
777	4177	1192
778	4182	1186
779	4187	1181
780	4192	1175
781	4197	1170
782	4202	1164
783	4207	1159
784	4211	1153
785	4216	1147
786	4220	1142
787	4226	1137
788	4231	1131
789	4235	1125
790	4241	1120
791	4246	1115
792	4252	1109
793	4257	1104
794	4262	1099
795	4267	1093
796	4272	1088
797	4277	1082
798	4282	1077
799	4287	1071
800	4291	1066
801	4296	1060
802	4300	1055
803	4305	1049
804	4310	1044
805	4315	1038
806	4320	1033
807	4325	1027
808	4330	1022
809	4335	1016
810	4340	1011
811	4345	1006
812	4350	1000
813	4355	995
814	4360	989
815	4365	984
816	4371	979
817	4375	973
818	4380	968
819	4385	962
820	4389	957
821	4394	951
822	4398	945
823	4403	940
824	4408	935
825	4412	929
826	4417	924
827	4422	918
828	4427	913
829	4432	907
830	4437	902
831	4442	897
832	4447	891
833	4452	886
834	4459	881
835	4464	875
836	4470	870
837	4475	865
838	4480	859
839	4485	854
840	4490	849
841	4495	843
842	4500	838
843	4505	832
844	4509	827
845	4514	821
846	4519	816
847	4524	810
848	4527	805
849	4533	800
850	4539	794
851	4544	789
852	4549	784
853	4554	778
854	4559	773
855	4564	767
856	4569	762
857	4573	756
858	4578	751
859	4583	746
860	4587	740
861	4592	735
862	4597	729
863	4602	724
864	4607	719
865	4611	713
866	4616	708
867	4620	702
868	4625	697
869	4630	691
870	4635	686
871	4640	681
872	4645	675
873	4650	670
874	4654	664
875	4659	659
876	4664	654
877	4670	648
878	4675	643
879	4681	638
880	4686	632
881	4691	627
882	4695	622
883	4699	616
884	4704	611
885	4710	606
886	4715	600
887	4720	595
888	4725	589
889	4730	584
890	4735	579
891	4740	573
892	4745	568
893	4750	563
894	4755	557
895	4760	552
896	4765	547
897	4770	541
898	4776	536
899	4781	531
900	4786	525
901	4791	520
902	4795	515
903	4800	509
904	4804	504
905	4810	499
906	4815	493
907	4821	488
908	4825	483
909	4830	477
910	4835	472
911	4840	467
912	4844	461
913	4849	456
914	4854	450
915	4859	445
916	4863	440
917	4868	434
918	4873	429
919	4878	424
920	4883	418
921	4888	413
922	4893	408
923	4898	402
924	4904	397
925	4909	392
926	4914	387
927	4920	381
928	4925	376
929	4931	371
930	4936	365
931	4940	360
932	4944	355
933	4949	349
934	4954	344
935	4959	339
936	4964	333
937	4969	328
938	4974	323
939	4979	317
940	4985	312
941	4989	307
942	4994	301
943	4999	296
944	5004	291
945	5009	285
946	5014	280
947	5019	275
948	5025	270
949	5030	264
950	5035	259
951	5040	254
952	5045	248
953	5050	243
954	5054	238
955	5059	232
956	5063	227
957	5069	222
958	5074	216
959	5078	211
960	5083	206
961	5088	201
962	5093	195
963	5097	190
964	5102	185
965	5107	179
966	5112	174
967	5117	169
968	5122	163
969	5127	158
970	5131	153
971	5137	147
972	5142	142
973	5147	137
974	5152	132
975	5157	126
976	5162	121
977	5166	116
978	5171	110
979	5175	105
980	5180	100
981	5185	95
982	5190	89
983	5196	84
984	5201	79
985	5206	73
986	5211	68
987	5216	63
988	5221	58
989	5226	52
990	5231	47
991	5236	42
992	5241	36
993	5246	31
994	5250	26
995	5256	21
996	5261	15
997	5266	10
998	5271	5
999	5276	0
