iter	Logloss
250	0.4930100984
251	0.4927488836
252	0.4925979587
253	0.4924089224
254	0.4922022093
255	0.4919368858
256	0.4914781673
257	0.4912096207
258	0.4909933175
259	0.4907328514
260	0.490506088
261	0.4901035016
262	0.4898897159
263	0.4897278019
264	0.4894686959
265	0.4890379917
266	0.4888432643
267	0.4886565186
268	0.4885098509
269	0.4883078668
270	0.4881061598
271	0.4879156753
272	0.4877304875
273	0.4873506669
274	0.4871280229
275	0.4869423706
276	0.4866781636
277	0.4864810609
278	0.4862002972
279	0.4860140492
280	0.4857504342
281	0.4855017156
282	0.4853387188
283	0.4851070941
284	0.484821189
285	0.484666682
286	0.4844973517
287	0.4842343143
288	0.4837927736
289	0.4835740401
290	0.4832972038
291	0.4830616595
292	0.4828538813
293	0.482618998
294	0.4823630056
295	0.4821383556
296	0.4819351926
297	0.4815958001
298	0.4813223972
299	0.4811640111
300	0.4808514035
301	0.4805912192
302	0.4803502521
303	0.4800989088
304	0.4798052796
305	0.4795202311
306	0.4792578704
307	0.4789056589
308	0.4786431511
309	0.4783921858
310	0.478082383
311	0.4778801921
312	0.4776941386
313	0.4774734414
314	0.477189871
315	0.4769584824
316	0.476770171
317	0.4765266485
318	0.4763684552
319	0.4761156141
320	0.4759037007
321	0.4756179057
322	0.4753379869
323	0.4751698627
324	0.4749694029
325	0.4746569658
326	0.474369354
327	0.4741106522
328	0.4738133152
329	0.4736591459
330	0.4734513384
331	0.473230344
332	0.4730101459
333	0.4727234462
334	0.472478167
335	0.4722634774
336	0.4719909262
337	0.4716887641
338	0.4712803786
339	0.4711209475
340	0.4709294269
341	0.4705926288
342	0.4704175281
343	0.470130084
344	0.469815768
345	0.4696239501
346	0.4694131856
347	0.4691701894
348	0.4689704619
349	0.4687216857
350	0.4685025941
351	0.468269944
352	0.4680044397
353	0.4677747364
354	0.4672998016
355	0.467051564
356	0.4667680113
357	0.4665223062
358	0.4663123626
359	0.4660994344
360	0.4659102374
361	0.4656499945
362	0.4654526417
363	0.4652666888
364	0.4650118734
365	0.4647415581
366	0.4644723883
367	0.4642130428
368	0.4639075413
369	0.4636684188
370	0.4634016474
371	0.4631461234
372	0.4628664496
373	0.4626589611
374	0.4623457787
375	0.4620707278
376	0.4618670172
377	0.4616673717
378	0.4613926393
379	0.4611803372
380	0.4609802578
381	0.4607675696
382	0.4606013034
383	0.4602531384
384	0.4599638819
385	0.4596737118
386	0.4594818673
387	0.4592374042
388	0.4589754904
389	0.4587526608
390	0.4585574433
391	0.4582449696
392	0.4580491428
393	0.4578691663
394	0.4577150676
395	0.4574116568
396	0.4572020093
397	0.4569126488
398	0.4567149585
399	0.4564751028
400	0.4562684548
401	0.4559958182
402	0.4557758819
403	0.4555183477
404	0.4552797666
405	0.4550289449
406	0.4548801011
407	0.4547109849
408	0.4544429715
409	0.4541806664
410	0.4540155702
411	0.4538038484
412	0.4535628375
413	0.4532999
414	0.4531720388
415	0.4529467228
416	0.4527038349
417	0.4524590933
418	0.452236444
419	0.452067285
420	0.4516991018
421	0.4514423839
422	0.4511934941
423	0.4510138143
424	0.4508601976
425	0.4505956998
426	0.4504340247
427	0.4501470425
428	0.4499460219
429	0.4498350263
430	0.449688167
431	0.4494906331
432	0.449297237
433	0.4491073413
434	0.4489085707
435	0.4486031232
436	0.448414715
437	0.4482377745
438	0.4479872099
439	0.44773347
440	0.4475227261
441	0.4474139358
442	0.4471658268
443	0.4469137429
444	0.4467254905
445	0.4465718612
446	0.4463591458
447	0.4461124183
448	0.4458965287
449	0.4457190226
450	0.4455462108
451	0.4453757541
452	0.445118859
453	0.4449393903
454	0.4447826117
455	0.4445142946
456	0.444369219
457	0.4440546697
458	0.4438392172
459	0.4436345897
460	0.4434568209
461	0.4432628405
462	0.4428942022
463	0.4427431108
464	0.4425393172
465	0.4423073774
466	0.4421415064
467	0.4420260376
468	0.4419216609
469	0.441680061
470	0.4414753184
471	0.4411988355
472	0.4409761255
473	0.4407329545
474	0.440400734
475	0.4402098418
476	0.4400109693
477	0.4398862093
478	0.439758582
479	0.4395001924
480	0.439258988
481	0.4390319308
482	0.4387917239
483	0.4386655592
484	0.4384354688
485	0.4381569641
486	0.4381108248
487	0.4379973443
488	0.4377783024
489	0.4373985773
490	0.4371669783
491	0.4370028753
492	0.436775599
493	0.4365519212
494	0.4364127211
495	0.4362504852
496	0.4360497684
497	0.4358626692
498	0.4356802161
499	0.4354846905
500	0.4352402474
501	0.4348684461
502	0.4346337856
503	0.4344975923
504	0.4342892579
505	0.4340687357
506	0.4339576281
507	0.4337400459
508	0.4335581263
509	0.43339376
510	0.4332004837
511	0.4329934846
512	0.4327236808
513	0.4325538849
514	0.4323445088
515	0.4322648382
516	0.4320631852
517	0.4318383126
518	0.4316508876
519	0.4314877726
520	0.4313154308
521	0.4310801323
522	0.4309205242
523	0.4307247829
524	0.4305170352
525	0.4303183591
526	0.4301000302
527	0.4300601666
528	0.4299034103
529	0.4297586504
530	0.4295378484
531	0.4293809336
532	0.429248297
533	0.4291092539
534	0.4289079453
535	0.4287020474
536	0.4285732999
537	0.4283313614
538	0.4281681754
539	0.427971124
540	0.4278415944
541	0.4276360912
542	0.4273749511
543	0.4273097246
544	0.4270794858
545	0.4268534526
546	0.4267237176
547	0.4265267803
548	0.4263219696
549	0.4261305454
550	0.4259122357
551	0.4256943974
552	0.4254883142
553	0.4252981531
554	0.4250267785
555	0.4247661377
556	0.4246003604
557	0.42451077
558	0.4243618631
559	0.4241790454
560	0.4239569951
561	0.4238310717
562	0.4236795263
563	0.4234985767
564	0.4233251002
565	0.4230969957
566	0.4228807427
567	0.422716076
568	0.4225594036
569	0.4223919107
570	0.4222830848
571	0.4221135589
572	0.421920703
573	0.4217859407
574	0.4216342565
575	0.4215474172
576	0.4213418718
577	0.4211660768
578	0.4210678582
579	0.4209237563
580	0.4207606766
581	0.4206012267
582	0.4204649044
583	0.420308978
584	0.4201278431
585	0.4199298677
586	0.4196962437
587	0.4195065751
588	0.4193347869
589	0.4192024292
590	0.4191719316
591	0.4190682851
592	0.4188694643
593	0.4187010336
594	0.418546522
595	0.4184211292
596	0.4182722625
597	0.4180572137
598	0.4178792414
599	0.4176910369
600	0.4175668926
601	0.4173878662
602	0.4172629674
603	0.417206577
604	0.417017676
605	0.4168554802
606	0.4167212317
607	0.4165864812
608	0.4164276168
609	0.4162865755
610	0.4161122234
611	0.4158746601
612	0.4156764505
613	0.4154974934
614	0.4153437831
615	0.4152070476
616	0.4149751562
617	0.4147700823
618	0.4145777163
619	0.4143563747
620	0.4141705433
621	0.4139694361
622	0.4138251428
623	0.4136748016
624	0.4134940792
625	0.4133120897
626	0.4131681984
627	0.4130040505
628	0.4128154209
629	0.4126495079
630	0.4124978781
631	0.4123140615
632	0.4121749308
633	0.4119773462
634	0.4117790751
635	0.4116549219
636	0.4115159889
637	0.4113325774
638	0.4111644536
639	0.4110212873
640	0.4108771567
641	0.4106979478
642	0.4104705684
643	0.41032472
644	0.4101556508
645	0.4099734968
646	0.409810528
647	0.4096271609
648	0.409418643
649	0.4092480796
650	0.4089931192
651	0.4088880318
652	0.4087933692
653	0.4085865903
654	0.4084687021
655	0.4082909961
656	0.4081402762
657	0.4079439503
658	0.4076809828
659	0.4075408444
660	0.4074376675
661	0.4073216871
662	0.4071579232
663	0.4070185147
664	0.4069760015
665	0.406812979
666	0.4067107947
667	0.4065725472
668	0.4063714345
669	0.4061424552
670	0.4059574481
671	0.4058022939
672	0.4055872636
673	0.4054158234
674	0.4052658859
675	0.4050727214
676	0.4049882363
677	0.4048196586
678	0.4046341695
679	0.4045814975
680	0.4043840139
681	0.4042676032
682	0.4040923236
683	0.4039265103
684	0.4037433271
685	0.403626415
686	0.4034642951
687	0.4032612824
688	0.4030863723
689	0.4030009149
690	0.4027698113
691	0.4026625422
692	0.4024609741
693	0.4023219375
694	0.4022020429
695	0.4020788975
696	0.4019766214
697	0.4018076909
698	0.4016682759
699	0.4015000991
700	0.4014468867
701	0.4013182068
702	0.4011677539
703	0.4009698994
704	0.4007587181
705	0.4005966833
706	0.4004330511
707	0.400327358
708	0.4001877085
709	0.4000003824
710	0.3998008746
711	0.3996177384
712	0.3994618443
713	0.3992945119
714	0.3990911024
715	0.3989217593
716	0.3987797043
717	0.3985019186
718	0.3983603233
719	0.3981508288
720	0.3980082985
721	0.3978056191
722	0.3976356271
723	0.3974713632
724	0.3974526895
725	0.3973340784
726	0.3971836889
727	0.3970113033
728	0.396858338
729	0.3966791377
730	0.3964802148
731	0.3963038805
732	0.3961261599
733	0.3959908248
734	0.3958417905
735	0.3956779821
736	0.3955190594
737	0.3953390671
738	0.3952581703
739	0.3950266502
740	0.3948634011
741	0.3947193533
742	0.3946233639
743	0.394423546
744	0.394286561
745	0.3940799581
746	0.393933051
747	0.3937884114
748	0.3936669679
749	0.3935220208
750	0.3933631514
751	0.3932359137
752	0.3931067809
753	0.3928981784
754	0.3927687608
755	0.3926321225
756	0.3924694463
757	0.3923023441
758	0.3921128739
759	0.3919389357
760	0.3917879944
761	0.3916129757
762	0.3914455417
763	0.391293777
764	0.3911553778
765	0.3910189868
766	0.3909286594
767	0.390743162
768	0.3906279366
769	0.3904011798
770	0.3902046596
771	0.3900694202
772	0.3898812767
773	0.389711378
774	0.389554695
775	0.3894205077
776	0.3892754
777	0.3891912507
778	0.3890681487
779	0.388959411
780	0.3888493536
781	0.3886614236
782	0.3884256977
783	0.3882051684
784	0.3880795042
785	0.3879389702
786	0.3878192311
787	0.3876756674
788	0.3874652287
789	0.3873037555
790	0.3871560721
791	0.3870663204
792	0.386917546
793	0.386828613
794	0.3866352772
795	0.3864603927
796	0.3863195196
797	0.3862966858
798	0.3860922292
799	0.3859681642
800	0.3858087491
801	0.3856851149
802	0.385556595
803	0.3853768877
804	0.3852144641
805	0.3850326244
806	0.3848869277
807	0.3846934469
808	0.3845426403
809	0.3844209752
810	0.38430865
811	0.3841274625
812	0.3841209414
813	0.3839953036
814	0.3838420917
815	0.3836439306
816	0.3834797622
817	0.3833260749
818	0.3832139394
819	0.3831205691
820	0.3829809031
821	0.382889414
822	0.3826879432
823	0.3825350302
824	0.3823549513
825	0.3822195276
826	0.3820661079
827	0.3818989965
828	0.381692901
829	0.3815637698
830	0.3814056267
831	0.3812271301
832	0.3810690491
833	0.3808992579
834	0.3807929485
835	0.3806342978
836	0.3804832934
837	0.3803226353
838	0.380145978
839	0.3799802188
840	0.3797771074
841	0.3796923671
842	0.3794885512
843	0.3793593118
844	0.3792309489
845	0.379115747
846	0.3789696638
847	0.3787715881
848	0.3786033095
849	0.378505569
850	0.3783163429
851	0.3781753645
852	0.3779824437
853	0.3778007793
854	0.3776597427
855	0.3774884075
856	0.3773611957
857	0.3772559703
858	0.3771112582
859	0.3768989597
860	0.3767318221
861	0.3766048271
862	0.3765077383
863	0.3764279969
864	0.376291091
865	0.3761388436
866	0.3759306187
867	0.3757771048
868	0.3756489324
869	0.3755472703
870	0.3754545144
871	0.375272807
872	0.3750599962
873	0.3749540229
874	0.3748826002
875	0.3748155628
876	0.3746755996
877	0.3744996799
878	0.3743396396
879	0.3741453527
880	0.373935266
881	0.3738350164
882	0.3738152069
883	0.3736322207
884	0.3734869239
885	0.3733573163
886	0.3732626183
887	0.3730923599
888	0.3730059272
889	0.3728569323
890	0.3727023075
891	0.3725716117
892	0.3724800852
893	0.3723693555
894	0.3722307727
895	0.3721611459
896	0.3720023605
897	0.3719108501
898	0.3717427398
899	0.3716549532
900	0.3715331482
901	0.371437074
902	0.3712981412
903	0.3711499259
904	0.3710656997
905	0.3709335919
906	0.3708532957
907	0.3707341956
908	0.3706385869
909	0.3705255656
910	0.3703621393
911	0.3702573762
912	0.3702235367
913	0.3701058441
914	0.3698854856
915	0.3697594436
916	0.3695463288
917	0.3694483888
918	0.3694315354
919	0.3693130827
920	0.3691069312
921	0.3690350104
922	0.3689096903
923	0.3687834777
924	0.3686110071
925	0.3685107033
926	0.3684580199
927	0.3683484662
928	0.3682353893
929	0.3681130272
930	0.3679039105
931	0.3677736731
932	0.3677554406
933	0.3675971756
934	0.3674878957
935	0.3673447426
936	0.3672151544
937	0.3671103609
938	0.3669708089
939	0.3668327951
940	0.3668006624
941	0.3666764353
942	0.3665831421
943	0.3663941259
944	0.3662822284
945	0.3661662254
946	0.3660119358
947	0.3658529018
948	0.3657540244
949	0.3656689953
950	0.3655138184
951	0.3653793033
952	0.365237025
953	0.3652275702
954	0.365088006
955	0.3649373202
956	0.36478871
957	0.3646391923
958	0.3644896524
959	0.364319769
960	0.3641587813
961	0.3640270275
962	0.3638539884
963	0.3637099718
964	0.3636229967
965	0.3634318622
966	0.3632610721
967	0.3631520588
968	0.3630104582
969	0.3628317007
970	0.3626841774
971	0.3625387532
972	0.362393907
973	0.3623749979
974	0.362267792
975	0.3621687823
976	0.3620171761
977	0.3619010442
978	0.3617654498
979	0.3616148057
980	0.3615182169
981	0.3614092259
982	0.3612690395
983	0.3611241652
984	0.3610026891
985	0.3607960387
986	0.3606797111
987	0.3605305309
988	0.3603768664
989	0.3602458423
990	0.3600799547
991	0.3599594725
992	0.3598276611
993	0.3596793529
994	0.359533359
995	0.3594060399
996	0.3592396249
997	0.3591480716
998	0.3590307974
999	0.3589144555
